,year,full_addr,borough,units
890,2012,3580 BROADWAY Manhattan,Manhattan,43
891,2012,3750 BROADWAY Manhattan,Manhattan,35
892,2012,4316 BROADWAY Manhattan,Manhattan,21
893,2012,21 EAST 115 STREET Manhattan,Manhattan,10
894,2012,97 ELLWOOD STREET Manhattan,Manhattan,49
895,2012,2710 FREDERICK DOUGLASS BOULEVARD Manhattan,Manhattan,26
896,2012,61 HAMILTON PLACE Manhattan,Manhattan,25
897,2012,294 MANHATTAN AVENUE Manhattan,Manhattan,9
898,2012,16 MARBLE HILL AVENUE Manhattan,Manhattan,42
899,2012,1 SHERMAN AVENUE Manhattan,Manhattan,57
900,2012,1601 ST NICHOLAS AVENUE Manhattan,Manhattan,40
901,2012,135 WEST 131 STREET Manhattan,Manhattan,12
902,2012,561 WEST 144 STREET Manhattan,Manhattan,21
903,2012,413 WEST 145 STREET Manhattan,Manhattan,10
904,2012,543 WEST 146 STREET Manhattan,Manhattan,43
905,2012,541 WEST 150 STREET Manhattan,Manhattan,26
906,2012,605 WEST 151 STREET Manhattan,Manhattan,25
907,2012,529 WEST 158 STREET Manhattan,Manhattan,31
908,2012,2654 BAINBRIDGE AVENUE Bronx,Bronx,3
909,2012,3611 BARNES AVENUE Bronx,Bronx,3
910,2012,454 BARRETT AVENUE Bronx,Bronx,3
911,2012,1339 BRISTOW STREET Bronx,Bronx,21
912,2012,1148 BRYANT AVENUE Bronx,Bronx,8
913,2012,1050 CARROLL PLACE Bronx,Bronx,62
914,2012,540 CONCORD AVENUE Bronx,Bronx,33
915,2012,956 CRANFORD AVENUE Bronx,Bronx,3
916,2012,663 CRESCENT AVENUE Bronx,Bronx,21
917,2012,2323 CRESTON AVENUE Bronx,Bronx,37
918,2012,2333 CRESTON AVENUE Bronx,Bronx,30
919,2012,2538 CRESTON AVENUE Bronx,Bronx,11
920,2012,779 CROTONA PARK NORTH Bronx,Bronx,5
921,2012,2910 CRUGER AVENUE Bronx,Bronx,3
922,2012,2201 DAVIDSON AVENUE Bronx,Bronx,49
923,2012,2707 DECATUR AVENUE Bronx,Bronx,3
924,2012,304 EAST 139 STREET Bronx,Bronx,9
925,2012,422 EAST 148 STREET Bronx,Bronx,9
926,2012,388 EAST 155 STREET Bronx,Bronx,3
927,2012,816 EAST 168 STREET Bronx,Bronx,4
928,2012,127 EAST 169 STREET Bronx,Bronx,35
929,2012,240 EAST 175 STREET Bronx,Bronx,119
930,2012,12 EAST 177 STREET Bronx,Bronx,11
931,2012,943 EAST 179 STREET Bronx,Bronx,9
932,2012,265 EAST 182 STREET Bronx,Bronx,25
933,2012,632 EAST 223 STREET Bronx,Bronx,4
934,2012,749 EAST 223 STREET Bronx,Bronx,6
935,2012,870 EAST 228 STREET Bronx,Bronx,3
936,2012,728 EAST 229 STREET Bronx,Bronx,5
937,2012,822 EAST 230 STREET Bronx,Bronx,7
938,2012,2454 EAST TREMONT AVENUE Bronx,Bronx,3
939,2012,41 ELLIOT PLACE Bronx,Bronx,69
940,2012,3425 GATES PLACE Bronx,Bronx,61
941,2012,1165 GERARD AVENUE Bronx,Bronx,43
942,2012,1183 GERARD AVENUE Bronx,Bronx,54
943,2012,2321 GRAND AVENUE Bronx,Bronx,3
944,2012,785 JENNINGS STREET Bronx,Bronx,3
945,2012,791 JENNINGS STREET Bronx,Bronx,3
946,2012,1255 LONGFELLOW AVENUE Bronx,Bronx,20
947,2012,871 LONGWOOD AVENUE Bronx,Bronx,14
948,2012,2226 LORING PLACE NORTH Bronx,Bronx,32
949,2012,636 MANIDA STREET Bronx,Bronx,3
950,2012,764 MANIDA STREET Bronx,Bronx,3
951,2012,1562 MINFORD PLACE Bronx,Bronx,20
952,2012,1457 OAKLEY STREET Bronx,Bronx,3
953,2012,4683 PARK AVENUE Bronx,Bronx,8
954,2012,1790 PROSPECT AVENUE Bronx,Bronx,4
955,2012,1081 TELLER AVENUE Bronx,Bronx,8
956,2012,1703 VAN BUREN STREET Bronx,Bronx,3
957,2012,1726 VICTOR STREET Bronx,Bronx,3
958,2012,2334 WASHINGTON AVENUE Bronx,Bronx,31
959,2012,2856 WEBB AVENUE Bronx,Bronx,25
960,2012,2412 WEBSTER AVENUE Bronx,Bronx,8
961,2012,1541 WESTCHESTER AVENUE Bronx,Bronx,14
962,2012,1864 WHITE PLAINS ROAD Bronx,Bronx,4
963,2012,3043A WILSON AVENUE Bronx,Bronx,3
964,2012,1040 40 STREET Brooklyn,Brooklyn,3
965,2012,247 46 STREET Brooklyn,Brooklyn,8
966,2012,968 54 STREET Brooklyn,Brooklyn,6
967,2012,837 60 STREET Brooklyn,Brooklyn,27
968,2012,119 ALBANY AVENUE Brooklyn,Brooklyn,7
969,2012,654 ASHFORD STREET Brooklyn,Brooklyn,3
970,2012,542 BAINBRIDGE STREET Brooklyn,Brooklyn,6
971,2012,1090 BEDFORD AVENUE Brooklyn,Brooklyn,4
972,2012,587 BRADFORD STREET Brooklyn,Brooklyn,4
973,2012,1250 BUSHWICK AVENUE Brooklyn,Brooklyn,3
974,2012,1283 BUSHWICK AVENUE Brooklyn,Brooklyn,3
975,2012,1119 CARROLL STREET Brooklyn,Brooklyn,8
976,2012,2201 CATON AVENUE Brooklyn,Brooklyn,36
977,2012,385 CHAUNCEY STREET Brooklyn,Brooklyn,6
978,2012,475 CHAUNCEY STREET Brooklyn,Brooklyn,6
979,2012,512 CLASSON AVENUE Brooklyn,Brooklyn,3
980,2012,38 COOPER STREET Brooklyn,Brooklyn,16
981,2012,812 CROWN STREET Brooklyn,Brooklyn,4
982,2012,879 DE KALB AVENUE Brooklyn,Brooklyn,22
983,2012,1498 DE KALB AVENUE Brooklyn,Brooklyn,6
984,2012,1021 EAST 14 STREET Brooklyn,Brooklyn,3
985,2012,53 EAST 31 STREET Brooklyn,Brooklyn,3
986,2012,92 EAST 53 STREET Brooklyn,Brooklyn,32
987,2012,515 EAST 91 STREET Brooklyn,Brooklyn,3
988,2012,257 EAST 92 STREET Brooklyn,Brooklyn,4
989,2012,326 EAST 94 STREET Brooklyn,Brooklyn,4
990,2012,243 EAST 95 STREET Brooklyn,Brooklyn,4
991,2012,406 EAST 96 STREET Brooklyn,Brooklyn,4
992,2012,864 ELTON STREET Brooklyn,Brooklyn,6
993,2012,697 EVERGREEN AVENUE Brooklyn,Brooklyn,5
994,2012,372 FRANKLIN AVENUE Brooklyn,Brooklyn,8
995,2012,589 FRANKLIN AVENUE Brooklyn,Brooklyn,10
996,2012,1496 FULTON STREET Brooklyn,Brooklyn,4
997,2012,2232 FULTON STREET Brooklyn,Brooklyn,6
998,2012,2011A FULTON STREET Brooklyn,Brooklyn,3
999,2012,3111 GLENWOOD ROAD Brooklyn,Brooklyn,59
1000,2012,857 GREENE AVENUE Brooklyn,Brooklyn,8
1001,2012,1361 GREENE AVENUE Brooklyn,Brooklyn,6
1002,2012,867 HALSEY STREET Brooklyn,Brooklyn,4
1003,2012,1132 HALSEY STREET Brooklyn,Brooklyn,3
1004,2012,331 HANCOCK STREET Brooklyn,Brooklyn,4
1005,2012,1301 HERKIMER STREET Brooklyn,Brooklyn,3
1006,2012,1420 HERKIMER STREET Brooklyn,Brooklyn,3
1007,2012,208 HIMROD STREET Brooklyn,Brooklyn,6
1008,2012,211 IRVING AVENUE Brooklyn,Brooklyn,6
1009,2012,71 IRVING PLACE Brooklyn,Brooklyn,3
1010,2012,670 JAMAICA AVENUE Brooklyn,Brooklyn,3
1011,2012,674 JAMAICA AVENUE Brooklyn,Brooklyn,3
1012,2012,937 JEFFERSON AVENUE Brooklyn,Brooklyn,8
1013,2012,1213 JEFFERSON AVENUE Brooklyn,Brooklyn,3
1014,2012,1219 JEFFERSON AVENUE Brooklyn,Brooklyn,3
1015,2012,533 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,8
1016,2012,729 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,8
1017,2012,871 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,6
1018,2012,638 KOSCIUSKO STREET Brooklyn,Brooklyn,6
1019,2012,644 LAFAYETTE AVENUE Brooklyn,Brooklyn,8
1020,2012,997A LAFAYETTE AVENUE Brooklyn,Brooklyn,6
1021,2012,391 LEGION STREET Brooklyn,Brooklyn,4
1022,2012,1305 LINCOLN PLACE Brooklyn,Brooklyn,8
1023,2012,264 LINDEN STREET Brooklyn,Brooklyn,3
1024,2012,584 LINWOOD STREET Brooklyn,Brooklyn,6
1025,2012,781 MAC DONOUGH STREET Brooklyn,Brooklyn,3
1026,2012,539 MACON STREET Brooklyn,Brooklyn,8
1027,2012,414 MADISON STREET Brooklyn,Brooklyn,3
1028,2012,823 MADISON STREET Brooklyn,Brooklyn,3
1029,2012,649 MARCY AVENUE Brooklyn,Brooklyn,3
1030,2012,435 MARION STREET Brooklyn,Brooklyn,6
1031,2012,614 MARLBOROUGH ROAD Brooklyn,Brooklyn,8
1032,2012,22 MELROSE STREET Brooklyn,Brooklyn,3
1033,2012,20 MENAHAN STREET Brooklyn,Brooklyn,6
1034,2012,368 MILLER AVENUE Brooklyn,Brooklyn,3
1035,2012,665 MILLER AVENUE Brooklyn,Brooklyn,6
1036,2012,711 MILLER AVENUE Brooklyn,Brooklyn,6
1037,2012,1306 MYRTLE AVENUE Brooklyn,Brooklyn,4
1038,2012,1302 PACIFIC STREET Brooklyn,Brooklyn,16
1039,2012,1971 PACIFIC STREET Brooklyn,Brooklyn,3
1040,2012,945 PARK PLACE Brooklyn,Brooklyn,14
1041,2012,1833 PARK PLACE Brooklyn,Brooklyn,3
1042,2012,99 ROGERS AVENUE Brooklyn,Brooklyn,7
1043,2012,136 SACKMAN STREET Brooklyn,Brooklyn,6
1044,2012,339 SARATOGA AVENUE Brooklyn,Brooklyn,8
1045,2012,180 SCHAEFER STREET Brooklyn,Brooklyn,3
1046,2012,186 SCHAEFER STREET Brooklyn,Brooklyn,6
1047,2012,181 SCHAEFFER STREET Brooklyn,Brooklyn,3
1048,2012,145 SCHENCK AVENUE Brooklyn,Brooklyn,3
1049,2012,230 SCHENECTADY AVENUE Brooklyn,Brooklyn,6
1050,2012,177 SHEFFIELD AVENUE Brooklyn,Brooklyn,5
1051,2012,283 SHEPHERD AVENUE Brooklyn,Brooklyn,3
1052,2012,1153 ST JOHNS PLACE Brooklyn,Brooklyn,7
1053,2012,692 ST MARKS AVENUE Brooklyn,Brooklyn,10
1054,2012,1651 ST MARKS AVENUE Brooklyn,Brooklyn,4
1055,2012,2284 STRAUSS STREET Brooklyn,Brooklyn,4
1056,2012,404 SUYDAM STREET Brooklyn,Brooklyn,6
1057,2012,414 SUYDAM STREET Brooklyn,Brooklyn,6
1058,2012,202 TAPSCOTT STREET Brooklyn,Brooklyn,4
1059,2012,578 UNION STREET Brooklyn,Brooklyn,8
1060,2012,2037 UNION STREET Brooklyn,Brooklyn,6
1061,2012,107 VERNON AVENUE Brooklyn,Brooklyn,3
1062,2012,240A VERNON AVENUE Brooklyn,Brooklyn,3
1063,2012,2869 WEST 17 STREET Brooklyn,Brooklyn,6
1064,2012,10 WESTMINSTER ROAD Brooklyn,Brooklyn,21
1065,2012,552 WILLIAMS AVENUE Brooklyn,Brooklyn,4
1066,2012,466 WILLOUGHBY AVENUE Brooklyn,Brooklyn,4
1067,2012,645 WILLOUGHBY AVENUE Brooklyn,Brooklyn,8
1068,2012,73 WILSON AVENUE Brooklyn,Brooklyn,6
1069,2012,504 WILSON AVENUE Brooklyn,Brooklyn,6
1070,2012,736 WYONA STREET Brooklyn,Brooklyn,3
1071,2012,86-01 102 AVENUE Queens,Queens,4
1072,2012,33-32 102 STREET Queens,Queens,4
1073,2012,104-12 104 STREET Queens,Queens,3
1074,2012,20-10 121 STREET Queens,Queens,3
1075,2012,216-23 136 ROAD Queens,Queens,3
1076,2012,106-43 156 STREET Queens,Queens,4
1077,2012,28-02 44 STREET Queens,Queens,24
1078,2012,137 BEACH 26 STREET Queens,Queens,3
1079,2012,139 BEACH 26 STREET Queens,Queens,3
1080,2012,229 BEACH 31 STREET Queens,Queens,3
1081,2012,108-25 LIVERPOOL STREET Queens,Queens,3
1082,2012,11-23 MCBRIDE STREET Queens,Queens,3
1083,2012,1673 PALMETTO STREET Queens,Queens,6
1084,2012,94-01 ROOSEVELT AVENUE Queens,Queens,3
1085,2012,18-79 TROUTMAN STREET Queens,Queens,6
1086,2012,7 OLYMPIA BOULEVARD Staten Island,Staten Island,3
1087,2011,862 9 AVENUE Manhattan,Manhattan,8
1088,2011,647 ACADEMY STREET Manhattan,Manhattan,26
1089,2011,1627 AMSTERDAM AVENUE Manhattan,Manhattan,19
1090,2011,2013 AMSTERDAM AVENUE Manhattan,Manhattan,23
1091,2011,59 AUDUBON AVENUE Manhattan,Manhattan,10
1092,2011,79 AUDUBON AVENUE Manhattan,Manhattan,24
1093,2011,200 AUDUBON AVENUE Manhattan,Manhattan,34
1094,2011,440 AUDUBON AVENUE Manhattan,Manhattan,68
1095,2011,3485 BROADWAY Manhattan,Manhattan,23
1096,2011,3694 BROADWAY Manhattan,Manhattan,25
1097,2011,3828 BROADWAY Manhattan,Manhattan,38
1098,2011,501 1/2 EAST 83 STREET Manhattan,Manhattan,11
1099,2011,35 FT WASHINGTON AVENUE Manhattan,Manhattan,42
1100,2011,312 PLEASANT AVENUE Manhattan,Manhattan,3
1101,2011,900 RIVERSIDE DRIVE Manhattan,Manhattan,72
1102,2011,1471 ST NICHOLAS AVENUE Manhattan,Manhattan,19
1103,2011,11 VERMILYEA AVENUE Manhattan,Manhattan,20
1104,2011,87 WEST 119 STREET Manhattan,Manhattan,10
1105,2011,129 WEST 122 STREET Manhattan,Manhattan,11
1106,2011,110 WEST 130 STREET Manhattan,Manhattan,10
1107,2011,561 WEST 144 STREET Manhattan,Manhattan,21
1108,2011,307 WEST 153 STREET Manhattan,Manhattan,23
1109,2011,506 WEST 172 STREET Manhattan,Manhattan,20
1110,2011,974 ANDERSON AVENUE Bronx,Bronx,9
1111,2011,2505 AQUEDUCT AVENUE WEST Bronx,Bronx,49
1112,2011,2108 BATHGATE AVENUE Bronx,Bronx,3
1113,2011,309 BEDFORD PARK BOULEVARD Bronx,Bronx,5
1114,2011,1053 BOYNTON AVENUE Bronx,Bronx,20
1115,2011,1408 BRONX RIVER AVENUE Bronx,Bronx,4
1116,2011,1460 BRYANT AVENUE Bronx,Bronx,3
1117,2011,1553 BRYANT AVENUE Bronx,Bronx,62
1118,2011,2211 CINCINNATUS AVENUE Bronx,Bronx,4
1119,2011,1702 CLAY AVENUE Bronx,Bronx,26
1120,2011,1744 CLAY AVENUE Bronx,Bronx,43
1121,2011,1142 COLLEGE AVENUE Bronx,Bronx,30
1122,2011,1394 COMMONWEALTH AVENUE Bronx,Bronx,3
1123,2011,1547 COMMONWEALTH AVENUE Bronx,Bronx,12
1124,2011,540 CONCORD AVENUE Bronx,Bronx,33
1125,2011,663 CRESCENT AVENUE Bronx,Bronx,21
1126,2011,2229 CRESTON AVENUE Bronx,Bronx,33
1127,2011,2241 CRESTON AVENUE Bronx,Bronx,26
1128,2011,2390 CRESTON AVENUE Bronx,Bronx,21
1129,2011,2608 CRESTON AVENUE Bronx,Bronx,54
1130,2011,3212 CRUGER AVENUE Bronx,Bronx,27
1131,2011,1962 DR M L KING JR BOULEVARD Bronx,Bronx,11
1132,2011,351 EAST 163 STREET Bronx,Bronx,44
1133,2011,616 EAST 168 STREET Bronx,Bronx,3
1134,2011,347 EAST 173 STREET Bronx,Bronx,21
1135,2011,265 EAST 176 STREET Bronx,Bronx,21
1136,2011,600 EAST 178 STREET Bronx,Bronx,44
1137,2011,689 EAST 187 STREET Bronx,Bronx,7
1138,2011,920 EAST 231 STREET Bronx,Bronx,4
1139,2011,805 FAIRMOUNT PLACE Bronx,Bronx,35
1140,2011,1176 FOREST AVENUE Bronx,Bronx,8
1141,2011,780 GARDEN STREET Bronx,Bronx,61
1142,2011,1663 GARFIELD STREET Bronx,Bronx,6
1143,2011,1645 GRAND AVENUE Bronx,Bronx,46
1144,2011,1750 GRAND AVENUE Bronx,Bronx,52
1145,2011,2264 GRAND AVENUE Bronx,Bronx,26
1146,2011,1136 GRANT AVENUE Bronx,Bronx,6
1147,2011,3018 HEATH AVENUE Bronx,Bronx,87
1148,2011,900 HOE AVENUE Bronx,Bronx,46
1149,2011,3047 HULL AVENUE Bronx,Bronx,8
1150,2011,664 JEFFERSON PLACE Bronx,Bronx,3
1151,2011,825 JENNINGS STREET Bronx,Bronx,3
1152,2011,1055 JEROME AVENUE Bronx,Bronx,63
1153,2011,2607 JEROME AVENUE Bronx,Bronx,26
1154,2011,916 KELLY STREET Bronx,Bronx,17
1155,2011,2770 KINGSBRIDGE TERRACE Bronx,Bronx,72
1156,2011,2729 MATTHEWS AVENUE Bronx,Bronx,3
1157,2011,1165 MORRIS AVENUE Bronx,Bronx,35
1158,2011,1242 MORRIS AVENUE Bronx,Bronx,12
1159,2011,4462 PARK AVENUE Bronx,Bronx,13
1160,2011,919 PROSPECT AVENUE Bronx,Bronx,31
1161,2011,4331 RICHARDSON AVENUE Bronx,Bronx,20
1162,2011,4459 RICHARDSON AVENUE Bronx,Bronx,3
1163,2011,662 SAGAMORE STREET Bronx,Bronx,3
1164,2011,2285 SEDGWICK AVENUE Bronx,Bronx,54
1165,2011,1225 SHERIDAN AVENUE Bronx,Bronx,54
1166,2011,1162 SHERMAN AVENUE Bronx,Bronx,3
1167,2011,1987 SOUTHERN BOULEVARD Bronx,Bronx,4
1168,2011,1334 TAYLOR AVENUE Bronx,Bronx,4
1169,2011,1535 TAYLOR AVENUE Bronx,Bronx,41
1170,2011,1723 TAYLOR AVENUE Bronx,Bronx,7
1171,2011,1065 TELLER AVENUE Bronx,Bronx,3
1172,2011,873 UNION AVENUE Bronx,Bronx,3
1173,2011,877 UNION AVENUE Bronx,Bronx,3
1174,2011,2500 UNIVERSITY AVENUE Bronx,Bronx,58
1175,2011,2739 WALLACE AVENUE Bronx,Bronx,4
1176,2011,2725 WEBB AVENUE Bronx,Bronx,57
1177,2011,2421 WEBSTER AVENUE Bronx,Bronx,104
1178,2011,1771 WEEKS AVENUE Bronx,Bronx,3
1179,2011,75 WEST 190 STREET Bronx,Bronx,53
1180,2011,1836 81 STREET Brooklyn,Brooklyn,6
1181,2011,268 ALBANY AVENUE Brooklyn,Brooklyn,8
1182,2011,870 BEDFORD AVENUE Brooklyn,Brooklyn,8
1183,2011,467 BELMONT AVENUE Brooklyn,Brooklyn,3
1184,2011,1029 BELMONT AVENUE Brooklyn,Brooklyn,4
1185,2011,995 BERGEN STREET Brooklyn,Brooklyn,3
1186,2011,1967 BERGEN STREET Brooklyn,Brooklyn,7
1187,2011,1134 BLAKE AVENUE Brooklyn,Brooklyn,4
1188,2011,355 CHAUNCEY STREET Brooklyn,Brooklyn,6
1189,2011,3502 CHURCH AVENUE Brooklyn,Brooklyn,7
1190,2011,440 CLEVELAND STREET Brooklyn,Brooklyn,3
1191,2011,310 CLIFTON PLACE Brooklyn,Brooklyn,3
1192,2011,20 DITMARS STREET Brooklyn,Brooklyn,3
1193,2011,739 DUMONT AVENUE Brooklyn,Brooklyn,23
1194,2011,650 EAST 21 STREET Brooklyn,Brooklyn,23
1195,2011,596 EAST 22 STREET Brooklyn,Brooklyn,16
1196,2011,209 EAST 34 STREET Brooklyn,Brooklyn,70
1197,2011,329 EAST 34 STREET Brooklyn,Brooklyn,6
1198,2011,555 EAST 5 STREET Brooklyn,Brooklyn,20
1199,2011,413 EAST 98 STREET Brooklyn,Brooklyn,35
1200,2011,135 ERASMUS STREET Brooklyn,Brooklyn,8
1201,2011,816 FRANKLIN AVENUE Brooklyn,Brooklyn,34
1202,2011,71 GRAND AVENUE Brooklyn,Brooklyn,6
1203,2011,821 GREENE AVENUE Brooklyn,Brooklyn,4
1204,2011,857 GREENE AVENUE Brooklyn,Brooklyn,8
1205,2011,874 GREENE AVENUE Brooklyn,Brooklyn,8
1206,2011,300 GROVE STREET Brooklyn,Brooklyn,6
1207,2011,16 GUNTHER PLACE Brooklyn,Brooklyn,3
1208,2011,144 HALSEY STREET Brooklyn,Brooklyn,4
1209,2011,1014 HALSEY STREET Brooklyn,Brooklyn,3
1210,2011,1228 HALSEY STREET Brooklyn,Brooklyn,3
1211,2011,1328 HALSEY STREET Brooklyn,Brooklyn,6
1212,2011,64 HANCOCK STREET Brooklyn,Brooklyn,8
1213,2011,201 HANCOCK STREET Brooklyn,Brooklyn,4
1214,2011,983 HANCOCK STREET Brooklyn,Brooklyn,3
1215,2011,1354 HANCOCK STREET Brooklyn,Brooklyn,6
1216,2011,1334 HERKIMER STREET Brooklyn,Brooklyn,3
1217,2011,716 JEFFERSON AVENUE Brooklyn,Brooklyn,21
1218,2011,1414 JEFFERSON AVENUE Brooklyn,Brooklyn,3
1219,2011,45 KINGSTON AVENUE Brooklyn,Brooklyn,6
1220,2011,223 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,6
1221,2011,473 KOSCIUSKO STREET Brooklyn,Brooklyn,4
1222,2011,542 KOSCIUSKO STREET Brooklyn,Brooklyn,6
1223,2011,717 LEXINGTON AVENUE Brooklyn,Brooklyn,3
1224,2011,246 LINCOLN AVENUE Brooklyn,Brooklyn,10
1225,2011,415 LINCOLN AVENUE Brooklyn,Brooklyn,30
1226,2011,180 LINDEN BOULEVARD Brooklyn,Brooklyn,36
1227,2011,362 LINDEN BOULEVARD Brooklyn,Brooklyn,42
1228,2011,663 MAC DONOUGH STREET Brooklyn,Brooklyn,3
1229,2011,832 MADISON STREET Brooklyn,Brooklyn,3
1230,2011,73 MALCOLM X BOULEVARD Brooklyn,Brooklyn,4
1231,2011,574 MAPLE STREET Brooklyn,Brooklyn,6
1232,2011,1515 MC DONALD AVENUE Brooklyn,Brooklyn,4
1233,2011,648 MONROE STREET Brooklyn,Brooklyn,3
1234,2011,425 MONTAUK AVENUE Brooklyn,Brooklyn,9
1235,2011,1116 NOSTRAND AVENUE Brooklyn,Brooklyn,3
1236,2011,1055 OCEAN AVENUE Brooklyn,Brooklyn,20
1237,2011,2349 PACIFIC STREET Brooklyn,Brooklyn,8
1238,2011,2364 PACIFIC STREET Brooklyn,Brooklyn,3
1239,2011,128 PARK PLACE Brooklyn,Brooklyn,4
1240,2011,1625 PARK PLACE Brooklyn,Brooklyn,23
1241,2011,479 PENNSYLVANIA AVENUE Brooklyn,Brooklyn,16
1242,2011,534 PENNSYLVANIA AVENUE Brooklyn,Brooklyn,32
1243,2011,595 PINE STREET Brooklyn,Brooklyn,3
1244,2011,1881 PITKIN AVENUE Brooklyn,Brooklyn,25
1245,2011,125 PULASKI STREET Brooklyn,Brooklyn,4
1246,2011,183 PULASKI STREET Brooklyn,Brooklyn,4
1247,2011,301 QUINCY STREET Brooklyn,Brooklyn,8
1248,2011,59 RALPH AVENUE Brooklyn,Brooklyn,3
1249,2011,94 RALPH AVENUE Brooklyn,Brooklyn,7
1250,2011,57 ROCKAWAY AVENUE Brooklyn,Brooklyn,3
1251,2011,155 ROCKAWAY PARKWAY Brooklyn,Brooklyn,6
1252,2011,20 ROOSEVELT PLACE Brooklyn,Brooklyn,3
1253,2011,224 SCHAEFER STREET Brooklyn,Brooklyn,6
1254,2011,296 SCHAEFER STREET Brooklyn,Brooklyn,6
1255,2011,146 SKILLMAN STREET Brooklyn,Brooklyn,8
1256,2011,56 SOMERS STREET Brooklyn,Brooklyn,3
1257,2011,376 SOUTH 3 STREET Brooklyn,Brooklyn,8
1258,2011,319 SOUTH 5 STREET Brooklyn,Brooklyn,4
1259,2011,14 SPENCER COURT Brooklyn,Brooklyn,3
1260,2011,817 ST JOHNS PLACE Brooklyn,Brooklyn,6
1261,2011,823 ST JOHNS PLACE Brooklyn,Brooklyn,6
1262,2011,1631 ST MARKS AVENUE Brooklyn,Brooklyn,8
1263,2011,2323 STRAUSS STREET Brooklyn,Brooklyn,4
1264,2011,245 SULLIVAN PLACE Brooklyn,Brooklyn,40
1265,2011,375 SUMPTER STREET Brooklyn,Brooklyn,6
1266,2011,1149 SUTTER AVENUE Brooklyn,Brooklyn,4
1267,2011,178 SUYDAM STREET Brooklyn,Brooklyn,8
1268,2011,306 TOMPKINS AVENUE Brooklyn,Brooklyn,3
1269,2011,234 UNION AVENUE Brooklyn,Brooklyn,33
1270,2011,1246 UNION STREET Brooklyn,Brooklyn,3
1271,2011,642 VERMONT STREET Brooklyn,Brooklyn,6
1272,2011,151 WEIRFIELD STREET Brooklyn,Brooklyn,3
1273,2011,566 WILLIAMS AVENUE Brooklyn,Brooklyn,4
1274,2011,576 WILLIAMS AVENUE Brooklyn,Brooklyn,4
1275,2011,992 WILLOUGHBY AVENUE Brooklyn,Brooklyn,8
1276,2011,276 WILSON AVENUE Brooklyn,Brooklyn,8
1277,2011,387 WOODBINE STREET Brooklyn,Brooklyn,6
1278,2011,113 WYCKOFF AVENUE Brooklyn,Brooklyn,6
1279,2011,156-17 110 AVENUE Queens,Queens,3
1280,2011,307 BEACH 70 STREET Queens,Queens,4
1281,2011,1821 CORNELIA STREET Queens,Queens,6
1282,2011,555 FAIRVIEW AVENUE Queens,Queens,4
1283,2011,1736 GREENE AVENUE Queens,Queens,4
1284,2011,109-05 LIVERPOOL STREET Queens,Queens,3
1285,2011,10-48 WYCKOFF AVENUE Queens,Queens,3
1286,2011,20 LAMBERT STREET Staten Island,Staten Island,16
1287,2010,2035 ADAM C POWELL BOULEVARD Manhattan,Manhattan,16
1288,2010,1437 AMSTERDAM AVENUE Manhattan,Manhattan,13
1289,2010,1619 AMSTERDAM AVENUE Manhattan,Manhattan,18
1290,2010,761 ST NICHOLAS AVENUE Manhattan,Manhattan,8
1291,2010,1534 ST NICHOLAS AVENUE Manhattan,Manhattan,28
1292,2010,507 WEST 170 STREET Manhattan,Manhattan,25
1293,2010,3198 3 AVENUE Bronx,Bronx,4
1294,2010,4014 AMUNDSON AVENUE Bronx,Bronx,3
1295,2010,907 AVENUE ST JOHN Bronx,Bronx,5
1296,2010,1883 BILLINGSLEY TERRACE Bronx,Bronx,3
1297,2010,41 BRUCKNER BOULEVARD Bronx,Bronx,3
1298,2010,957 BRUCKNER BOULEVARD Bronx,Bronx,3
1299,2010,1558 BRYANT AVENUE Bronx,Bronx,37
1300,2010,1328 CHISHOLM STREET Bronx,Bronx,3
1301,2010,1190 CLAY AVENUE Bronx,Bronx,11
1302,2010,1301 COMMONWEALTH AVENUE Bronx,Bronx,3
1303,2010,2239 CRESTON AVENUE Bronx,Bronx,27
1304,2010,2720 DECATUR AVENUE Bronx,Bronx,26
1305,2010,1636 DR M L KING JR BOULEVARD Bronx,Bronx,25
1306,2010,1640 DR M L KING JR BOULEVARD Bronx,Bronx,25
1307,2010,298 EAST 150 STREET Bronx,Bronx,9
1308,2010,708 EAST 161 STREET Bronx,Bronx,3
1309,2010,430 EAST 162 STREET Bronx,Bronx,9
1310,2010,867 EAST 164 STREET Bronx,Bronx,3
1311,2010,1509 EAST 172 STREET Bronx,Bronx,4
1312,2010,1514 EAST 172 STREET Bronx,Bronx,4
1313,2010,701 EAST 175 STREET Bronx,Bronx,20
1314,2010,234 EAST 178 STREET Bronx,Bronx,13
1315,2010,844 EAST 216 STREET Bronx,Bronx,3
1316,2010,751 EAST 224 STREET Bronx,Bronx,7
1317,2010,650 EAST 229 STREET Bronx,Bronx,4
1318,2010,1151 ELDER AVENUE Bronx,Bronx,49
1319,2010,1738 FILLMORE STREET Bronx,Bronx,3
1320,2010,2118 GRAND AVENUE Bronx,Bronx,3
1321,2010,2000 GRAND CONCOURSE Bronx,Bronx,15
1322,2010,1064 GRANT AVENUE Bronx,Bronx,3
1323,2010,2427 HOFFMAN STREET Bronx,Bronx,9
